gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,IsNewCustomer,IsLongTermCustomer,AvgMonthlyCharge,TotalServices
1,0,0,0,9.0,1,2,2,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,29.98,4
1,0,0,1,12.0,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,88.52,2
1,0,1,0,44.0,1,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,114.145,3
0,0,0,0,3.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,45.35,1
0,0,0,0,6.0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,26.09,3
1,0,1,0,5.0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,20.130000000000003,4
0,0,1,0,7.0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,34.67,1
0,0,0,0,2.0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,91.03,2
0,1,1,0,17.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,110.24,1
1,1,0,0,7.0,1,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,18.72,2
0,0,1,1,38.0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,34.04,1
1,0,0,1,13.0,1,1,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,19.46,3
0,0,0,1,27.0,1,2,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,113.98,3
0,1,0,0,37.0,0,0,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,20.78,1
0,0,0,0,37.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,38.74,1
0,0,0,0,10.0,1,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,40.49,3
1,0,1,0,24.0,1,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,99.55,2
0,1,1,0,27.0,1,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,94.98,1
0,0,1,0,33.0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.16,2
0,0,1,1,70.0,1,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,48.59,2
1,0,1,0,17.0,1,2,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,104.35,3
1,0,0,0,19.0,1,1,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,97.66,3
1,0,0,0,38.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,36.54,1
0,1,0,0,51.0,0,0,2,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,20.06,3
1,1,0,0,4.0,0,0,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,30.74,2
0,1,0,0,17.0,1,2,2,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,20.73,4
1,0,0,0,14.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.64,1
0,0,1,1,12.0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,114.145,2
0,0,0,0,8.0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,46.11,3
1,0,1,0,15.0,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,38.46,2
0,0,0,0,44.0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,23.21,1
0,0,0,0,17.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,33.18,1
0,0,0,0,20.0,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,19.28,1
1,0,0,1,12.0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,104.16,2
0,0,0,0,23.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,38.05,1
0,1,1,0,4.0,1,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,48.38,3
1,0,0,0,16.0,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,25.75,3
0,0,0,0,8.0,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,53.6,2
1,0,0,0,14.0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21.56,1
0,0,0,1,15.0,1,2,2,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,104.67,2
0,1,0,0,28.0,1,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,43.45,3
1,0,0,0,14.0,1,1,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,24.95,2
1,0,0,0,35.0,1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,42.22,3
1,0,1,1,24.0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,22.57,2
0,0,0,1,4.0,1,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,51.3,2
1,0,0,0,18.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,96.12,2
1,0,0,0,14.0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,81.99,2
0,0,1,0,13.0,1,2,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,23.66,5
1,0,0,0,13.0,1,2,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,38.08,2
0,0,0,0,23.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.97,1
1,0,1,0,17.0,1,2,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,48.8,2
1,0,1,0,38.0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,95.87,1
1,0,0,0,35.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,58.03,0
1,0,0,0,14.0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,35.8,2
0,1,0,0,28.0,1,2,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,45.45,2
0,0,1,0,47.0,1,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,30.15,4
0,1,1,0,1.0,1,2,2,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,20.52,3
0,0,1,1,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,114.145,0
1,0,1,1,31.0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,63.14,3
1,0,0,0,23.0,1,1,2,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,40.37,3
0,0,0,0,8.0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,56.33,1
1,0,1,0,23.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,66.18,1
0,0,0,0,3.0,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,18.86,2
0,1,1,0,26.0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,47.93,2
0,0,0,0,22.0,1,2,2,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,25.94,3
0,0,0,0,41.0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,68.94999999999999,1
1,0,0,0,43.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.66,1
0,1,1,1,44.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48.75,1
1,0,0,0,12.0,1,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,18.36,2
0,0,1,0,3.0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,25.71,2
0,1,1,1,12.0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,33.18,1
0,0,0,0,8.0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,27.52,2
1,1,0,1,56.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,20.42,1
1,0,0,0,35.0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,34.66,2
0,0,0,0,6.0,1,2,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,74.02,3
0,0,0,1,35.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,91.33,1
0,0,0,1,6.0,1,2,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,48.34,3
0,0,0,0,27.0,1,1,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,87.33999999999999,2
1,0,0,0,25.0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,43.55,2
1,0,1,0,23.0,1,2,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,34.09,5
0,0,1,0,19.0,1,2,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,43.03,3
0,0,0,1,42.0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,36.42,2
0,0,0,0,48.0,1,1,2,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,44.57,2
1,0,1,1,14.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,40.56,1
0,0,0,1,4.0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,20.88,1
1,0,0,0,28.0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,40.01,2
0,0,0,1,38.0,1,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,113.4,1
0,1,0,0,4.0,1,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,22.77,3
0,1,1,0,22.0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33.15,2
1,0,0,1,20.0,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,27.69,3
1,0,1,0,46.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,33.89,4
1,1,1,0,43.0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,71.73,1
0,0,0,1,5.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,32.55,2
1,0,0,0,29.0,1,1,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,81.96000000000001,3
1,0,1,0,69.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,114.145,2
1,1,1,0,21.0,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99.04,2
1,1,1,0,16.0,1,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,108.2,2
1,0,0,0,17.0,1,2,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,88.92,3
0,0,0,0,22.0,1,2,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,19.53,2
1,0,1,0,21.0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.57,1
0,0,1,0,19.0,1,2,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,108.19,3
0,0,0,0,3.0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,24.38,1
1,0,0,0,21.0,1,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,92.01,2
0,0,0,1,16.0,1,1,2,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,33.63,4
0,0,0,1,70.0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,49.150000000000006,1
0,0,0,1,12.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,47.22,1
1,0,1,1,6.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,72.31,1
1,0,0,1,19.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,60.220000000000006,1
0,0,1,0,34.0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,75.61,1
1,0,0,0,32.0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,57.14,3
1,0,1,0,13.0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,54.43,3
1,0,1,0,47.0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,20.07,1
1,0,0,0,1.0,1,2,2,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,33.65,2
0,0,0,0,15.0,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61.12,2
0,0,0,0,19.0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,33.46,4
1,0,1,0,15.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,35.99,0
0,0,0,0,6.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,48.13999999999999,1
1,0,0,0,22.0,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,42.12,2
0,0,1,0,32.0,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,33.35,1
0,0,0,0,23.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.13,1
0,0,0,0,46.0,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,79.76,2
1,0,0,0,63.0,1,2,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,46.17,1
1,0,0,1,15.0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,114.145,2
0,0,1,0,14.0,1,1,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,43.03,4
1,0,0,1,4.0,1,2,2,1,0,1,0,0,0,2,1,0,0,0,1,0,1,0,35.07,3
1,0,1,0,22.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,43.23,2
0,0,0,0,53.0,1,2,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,37.4,2
1,0,0,1,41.0,0,0,2,0,1,0,0,0,1,2,1,1,0,1,0,0,0,0,36.55,2
1,0,1,0,27.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,28.49,1
1,0,0,0,16.0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,19.38,2
1,0,0,1,10.0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,47.49,1
1,0,0,1,4.0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,70.76,2
0,0,0,0,11.0,1,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,29.24,2
0,0,0,1,23.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37.78,1
0,0,1,0,8.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,91.65,1
0,0,0,0,3.0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,114.145,4
0,0,0,0,17.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,81.12,1
1,0,0,1,25.0,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,74.16,1
1,0,1,1,27.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.21000000000001,1
0,0,1,0,16.0,1,2,2,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,81.91,3
1,1,0,0,37.0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,36.76,1
0,0,0,0,27.0,1,1,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,41.190000000000005,3
1,0,0,1,24.0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,32.0,2
1,1,1,0,36.0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,35.96,1
0,0,0,0,19.0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,26.12,4
1,0,1,0,47.0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35.72,2
0,1,0,1,5.0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0,1,0,23.16,2
0,0,0,0,33.0,1,2,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,92.02,2
1,0,0,1,16.0,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,48.14,4
0,0,0,0,40.0,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,36.54,2
0,0,0,0,5.0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,82.97,1
1,0,0,1,69.0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,38.07,1
0,0,0,1,23.0,1,2,2,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,24.28,4
1,0,0,1,20.0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,46.7,1
1,0,0,0,19.0,1,1,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,97.39,2
0,1,0,0,14.0,1,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,102.84,2
1,0,1,0,23.0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,43.77,3
1,0,1,0,23.0,1,2,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,98.89,2
0,0,0,0,48.0,1,1,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,27.26,3
1,0,1,1,5.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,21.32,1
0,0,1,0,39.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28.09,1
1,1,0,0,29.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38.36,1
0,1,0,1,44.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,107.35,1
0,0,0,0,24.0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,23.87,1
1,0,0,0,48.0,0,0,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,49.57,3
0,0,1,0,46.0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,98.19,3
0,0,0,1,19.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,70.84,1
1,0,0,0,68.0,1,1,2,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,39.65,3
1,0,1,0,14.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,22.09,1
0,1,0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,41.05,0
0,0,1,1,21.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,29.32,1
0,0,1,0,44.0,1,2,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,49.13999999999999,2
0,0,0,0,30.0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,46.85,1
1,0,0,0,24.0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,82.58,2
0,0,0,0,26.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28.88,1
0,0,0,0,24.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,88.14999999999999,0
0,1,1,1,2.0,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,98.46,1
1,1,1,0,4.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,23.49,0
0,0,0,0,46.0,1,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,24.31,2
0,0,0,0,11.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.72,1
1,0,0,0,28.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,109.53,2
1,0,0,1,35.0,1,2,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,41.190000000000005,4
0,0,1,0,34.0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,87.76,3
1,0,0,1,57.0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,36.34,1
0,0,1,0,8.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18.66,1
0,1,1,1,19.0,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,19.2,1
0,0,0,0,17.0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,39.44,1
1,1,0,0,52.0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,36.12,1
0,0,0,1,4.0,1,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,34.17,2
1,0,0,0,8.0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,46.19,3
0,0,1,0,5.0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,36.64,2
0,1,1,0,13.0,1,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,32.38,1
0,1,1,0,46.0,1,2,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,35.43,2
0,0,0,1,17.0,1,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,24.47,3
0,0,0,0,21.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.4,1
0,1,0,0,11.0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,43.38,2
1,0,1,1,5.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,47.61,1
1,1,1,0,37.0,1,1,2,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,80.64,5
0,0,1,0,35.0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,25.19,1
1,0,0,1,2.0,1,1,2,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,24.05,4
0,0,0,0,17.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,86.73,1
0,0,1,0,9.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,46.73,1
1,0,0,0,24.0,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,19.87,1
1,0,1,0,39.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,21.31,1
0,1,0,0,25.0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,37.28,4
1,0,0,1,22.0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,105.17,1
1,0,1,0,41.0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,114.0,3
0,0,1,1,26.0,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,22.35,1
0,0,1,0,11.0,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,31.33,5
0,0,0,0,10.0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,31.73,1
0,0,1,1,28.0,1,2,2,1,1,0,1,0,0,2,1,0,0,0,1,0,0,0,108.63,4
0,1,0,0,23.0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,31.520000000000003,2
1,0,1,1,16.0,1,1,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,19.29,4
1,0,1,1,24.0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,35.34,3
1,0,0,0,6.0,1,2,1,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,38.82,3
1,1,1,0,14.0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,91.09,1
0,0,1,1,13.0,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37.91,2
0,0,0,1,45.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,42.26,1
0,1,0,0,42.0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,59.28000000000001,3
1,0,1,0,13.0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,22.65,3
0,0,0,0,5.0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,39.74,1
0,0,0,0,16.0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,114.145,1
0,0,0,0,39.0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,67.03999999999999,1
1,0,0,0,37.0,1,2,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,40.43,2
0,1,1,0,12.0,1,2,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,46.36000000000001,2
1,0,1,0,18.0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,34.88,1
1,0,0,1,39.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,37.1,3
1,0,0,1,22.0,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,114.08,3
1,0,0,0,16.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,45.21,1
0,0,1,0,21.0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,38.0,2
0,0,0,0,36.0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,34.74,1
0,1,1,1,9.0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,32.54,1
0,1,0,0,16.0,1,1,2,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,30.35,3
1,1,0,1,2.0,1,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,40.39,1
1,0,1,0,34.0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,22.5,2
0,0,0,1,42.0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32.3,1
0,0,0,0,1.0,1,2,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,39.52,4
0,1,1,0,1.0,1,2,2,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,63.86,3
1,0,0,0,42.0,1,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,20.04,2
1,0,0,0,70.0,1,1,1,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,33.88,5
0,0,0,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33.4,0
0,1,0,1,26.0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,45.26,1
1,0,0,0,5.0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,25.74,1
0,1,0,0,15.0,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,25.61,2
0,0,0,0,1.0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,1,1,0,24.29,2
1,1,0,0,40.0,1,2,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,25.8,3
1,0,0,0,13.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.45,1
1,0,0,0,14.0,1,1,1,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,42.94,3
1,1,1,0,45.0,1,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,114.145,1
1,0,0,0,20.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,114.145,1
0,0,0,0,45.0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,23.14,1
0,0,1,0,46.0,1,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,41.79,2
1,0,0,1,13.0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,76.92,1
1,0,0,0,27.0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22.92,3
